ActivityID;ActivityArea;ActivityParent;ActivityLevel;ActivityName_[ENG];ActivityName_[HRV];ActivityName_[BIH];ActivityName_[SRB];ActivityName_[SVN]
7021;M;702;4;Public relations and communication activities;Odnosi s javnošæu i djelatnosti priopæivanja;Odnosi s javnošæu i djelatnosti saopæavanja;Delatnost komunikacija i odnosa s javnošæu;Dejavnost stikov z javnostjo
7022;M;702;4;Business and other management consultancy activities;Savjetovanje u vezi s poslovanjem i ostalim upravljanjem;Savjetovanje u vezi s poslovanjem i ostalim upravljanjem;Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem;Drugo podjetniško in poslovno svetovanje
7111;M;711;4;Architectural activities;Arhitektonske djelatnosti;Arhitektonske djelatnosti;Arhitektonska delatnost;Arhitekturna in urbanistièna dejavnost
7112;M;711;4;Engineering activities and related technical consultancy;Inženjerstvo i s njim povezano tehnièko savjetovanje;Inžinjerske djelatnosti i s njima povezano tehnièko savjetovanje;Inženjerske delatnosti i tehnièko savetovanje;Tehnièno projektiranje in s tem povezano svetovanje
7120;M;712;4;Technical testing and analysis;Tehnièko ispitivanje i analiza;Tehnièko ispitivanje i analiza;Tehnièko ispitivanje i analize;Tehnièno preizkušanje in analiziranje
7211;M;721;4;Research and experimental development on biotechnology;Istraživanje i eksperimentalni razvoj u biotehnologiji;Istraživanje i eksperimentalni razvoj u biotehnologiji;Istraživanje i eksperimentalni razvoj u biotehnologiji;Raziskovalna in razvojna dejavnost na podroèju biotehnologije
7219;M;721;4;Other research and experimental development on natural sciences and engineering;Ostalo istraživanje i eksperimentalni razvoj u prirodnim, tehnièkim i tehnološkim znanostima;Ostalo istraživanje i eksperimentalni razvoj u prirodnim, tehnièkim i tehnološkim naukama;Istraživanje i razvoj u ostalim prirodnim i tehnièko-tehnološkim naukama;Raziskovalna in razvojna dejavnost na drugih podroèjih naravoslovja in tehnologije
7220;M;722;4;Research and experimental development on social sciences and humanities;Istraživanje i eksperimentalni razvoj u društvenim i humanistièkim znanostima;Istraživanje  i  eksperimentalni  razvoj  u  društvenim  i humanistièkim naukama;Istraživanje i razvoj u društvenim i humanistièkim naukama;Raziskovalna in razvojna dejavnost na podroèju družboslovja in humanistike
7311;M;731;4;Advertising agencies;Agencije za promidžbu (reklamu i propagandu);Agencije za promociju (reklamu i propagandu);Delatnost reklamnih agencija;Dejavnost oglaševalskih agencij
7312;M;731;4;Media representation;Oglašavanje preko medija;Oglašavanje putem medija;Medijsko predstavljanje;Posredovanje oglaševalskega prostora
7320;M;732;4;Market research and public opinion polling;Istraživanje tržišta i ispitivanje javnoga mnijenja;Istraživanje tržišta i ispitivanje javnog mnijenja;Istraživanje tržišta i ispitivanje javnog mnjenja;Raziskovanje trga in javnega mnenja
7410;M;741;4;Specialised design activities;Specijalizirane dizajnerske djelatnosti;Specijalizirane dizajnerske djelatnosti;Specijalizovane dizajnerske delatnosti;Oblikovanje, aranžerstvo, dekoraterstvo
7420;M;742;4;Photographic activities;Fotografske djelatnosti;Fotografske djelatnosti;Fotografske usluge;Fotografska dejavnost
7430;M;743;4;Translation and interpretation activities;Prevoditeljske djelatnosti i usluge tumaèa;Prevodilaèke djelatnosti i usluge tumaèa;Prevoðenje i usluge tumaèa;Prevajanje in tolmaèenje
7490;M;749;4;Other professional, scientific and technical activities n.e.c.;Ostale struène, znanstvene i tehnièke djelatnosti, d. n.;Ostale struène, nauènee i tehnièke djelatnosti, d. n.;Ostale struène, nauène i tehnièke delatnosti;Drugje nerazvršèene strokovne in tehniène dejavnosti
7500;M;750;4;Veterinary activities;Veterinarske djelatnosti;Veterinarske djelatnosti;Veterinarska delatnost;Veterinarstvo
7711;N;771;4;Renting and leasing of cars and light motor vehicles;Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije;Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije;Iznajmljivanje i lizing automobila i lakih motornih vozila;Dajanje lahkih motornih vozil v najem in zakup
7712;N;771;4;Renting and leasing of trucks;Iznajmljivanje i davanje u zakup (leasing) kamiona ;Iznajmljivanje i davanje u zakup (leasing) kamiona;Iznajmljivanje i lizing kamiona;Dajanje tovornjakov v najem in zakup
7721;N;772;4;Renting and leasing of recreational and sports goods;Iznajmljivanje i davanje u zakup (leasing) opreme za rekreaciju i sport;Iznajmljivanje i davanje u zakup (leasing) opreme za rekreaciju i sport;Iznajmljivanje i lizing opreme za rekreaciju i sport;Dajanje športne opreme v najem in zakup
7722;N;772;4;Renting of video tapes and disks;Iznajmljivanje videokaseta i diskova;Iznajmljivanje videokaseta i diskova;Iznajmljivanje video-kaseta i kompakt-diskova;Dajanje videokaset in plošè v najem
7729;N;772;4;Renting and leasing of other personal and household goods;Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kuæanstvo;Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za liènu upotrebu i domaæinstvo;Iznajmljivanje i lizing ostalih predmeta za liènu upotrebu i upotrebu u domaæinstvu;Dajanje drugih izdelkov za široko rabo v najem in zakup
7731;N;773;4;Renting and leasing of agricultural machineryand equipment;Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme;Iznajmljivanje i  davanje u  zakup (leasing) poljoprivrednih mašina i opreme;Iznajmljivanje i lizing poljoprivrednih mašina i opreme;Dajanje kmetijskih strojev in opreme v najem in zakup
7732;N;773;4;Renting and leasing of construction and civil engineering machinery and equipment;Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za graðevinarstvo i inženjerstvo;Iznajmljivanje i davanje u zakup (leasing) mašina i opreme za graðevinarstvo;Iznajmljivanje i lizing mašina i opreme za graðevinarstvo;Dajanje gradbenih strojev in opreme v najem in zakup
7733;N;773;4;Renting and leasing of office machinery and equipment (including computers);Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme (ukljuèujuæi raèunala);Iznajmljivanje i davanje u zakup (leasing) kancelarijskih mašina i opreme (ukljuèujuæi raèunare);Iznajmljivanje i lizing kancelarijskih mašina i kancelarijske opreme (ukljuèujuæi raèunare);Dajanje pisarniške opreme in raèunalniških naprav v najem in zakup
7734;N;773;4;Renting and leasing of water transport equipment;Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava;Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava;Iznajmljivanje i lizing opreme za vodeni transport;Dajanje vodnih plovil v najem in zakup
7735;N;773;4;Renting and leasing of air transport equipment;Iznajmljivanje i davanje u zakup (leasing) zraènih prijevoznih sredstava;Iznajmljivanje i davanje u zakup (leasing) zraènih prijevoznih sredstava;Iznajmljivanje i lizing opreme za vazdušni transport;Dajanje zraènih plovil v najem in zakup
7739;N;773;4;Renting and leasing of other machinery, equipment and tangible goods n.e.c.;Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, d. n.;Iznajmljivanje  i davanje  u zakup  (leasing) ostalih  mašina, opreme i materijalnih dobara, d. n.;Iznajmljivanje i lizing ostalih mašina, opreme i materijalnih dobara;Dajanje drugih strojev, naprav in opredmetenih sredstev v najem in zakup
7740;N;774;4;Leasing of intellectual property and similar products, except copyrighted works;Davanje u zakup (leasing) prava na uporabu intelektualnog vlasništva i sliènih proizvoda...;Davanje u zakup (leasing) prava na upotrebu intelektualnog vlasništva i sliènih proizvoda, osim radova koji su zaštiæeni autorskim pravima;Lizing intelektualne svojine i sliènih proizvoda, autorskih dela i predmeta srodnih prava;Dajanje pravic uporabe intelektualne lastnine v zakup, razen avtorsko zašèitenih del
7810;N;781;4;Activities of employment placement agencies;Djelatnosti agencija za zapošljavanje;Djelatnosti agencija za zapošljavanje;Delatnost agencija za zapošljavanje;Dejavnost pri iskanju zaposlitve
7820;N;782;4;Temporaryemployment agency activities;Djelatnosti agencija za privremeno zapošljavanje;Djelatnosti agencija za privremeno zapošljavanje;Delatnost agencija za privremeno zapošljavanje;Posredovanje zaèasne delovne sile
7830;N;783;4;Other human resources provision;Ostalo ustupanje ljudskih resursa;Ostalo ustupanje ljudskih resursa;Ostalo ustupanje ljudskih resursa;Druga oskrba s èloveškimi viri
7911;N;791;4;Travel agency activities;Djelatnosti putnièkih agencija;Djelatnosti putnièkih agencija;Delatnost putnièkih agencija;Dejavnost potovalnih agencij
7912;N;791;4;Tour operator activities;Djelatnosti organizatora putovanja (turoperatora);Djelatnosti turoperatora;Delatnost tur-operatora;Dejavnost organizatorjev potovanj
7990;N;799;4;Other reservation service and related activities;Ostale rezervacijske usluge i djelatnosti povezane s njima;Ostale rezervacijske usluge i djelatnosti u vezi s njima;Ostale usluge rezervacije i delatnosti povezane s njima;Rezervacije in druge s potovanji povezane dejavnosti
8010;N;801;4;Private security activities;Djelatnosti privatne zaštite;Djelatnosti privatne zaštite;Delatnost privatnog obezbeðenja;Varovanje
8020;N;802;4;Security systems service activities;Usluge zaštite uz pomoæ sigurnosnih sustava;Usluge zaštite uz pomoæ sigurnosnih sistema;Usluge sistema obezbeðenja;Nadzorovanje delovanja varovalnih sistemov
8030;N;803;4;Investigation activities;Istražne djelatnosti;Istražne djelatnosti;Istražne delatnosti;Poizvedovalne dejavnosti
8110;N;811;4;Combined facilities support activities;Upravljanje zgradama;Pomoæne djelatnosti upravljanja zgradama;Usluge održavanja objekata;Vzdrževanje objektov in hišniška dejavnost
8121;N;812;4;General cleaning of buildings;Osnovno èišæenje zgrada;Osnovno èišæenje zgrada;Usluge redovnog èišæenja zgrada;Splošno èišèenje stavb
8122;N;812;4;Other building and industrial cleaning activities;Ostale djelatnosti èišæenja zgrada i objekata;Ostale djelatnosti èišæenja zgrada i objekata;Usluge ostalog èišæenja zgrada i opreme;Drugo èišèenje stavb, industrijskih naprav in opreme
8129;N;812;4;Other cleaning activities;Ostale djelatnosti èišæenja;Ostale djelatnosti èišæenja;Usluge ostalog èišæenja;Èišèenje cest in drugo èišèenje
8130;N;813;4;Landscape service activities;Uslužne djelatnosti ureðenja i održavanja krajolika;Uslužne djelatnosti ureðenja i održavanja zelenih površina;Usluge ureðenja i održavanja okoline;Urejanje in vzdrževanje zelenih površin in okolice
8211;N;821;4;Combined office administrative service activities;Kombinirane uredske administrativne uslužne djelatnosti;Kombinirane kancelarijske administrativne uslužne djelatnosti;Kombinovane kancelarijsko-administrativne usluge;Nudenje celovitih pisarniških storitev
8219;N;821;4;Photocopying, document preparation and other specialised office support activities;Fotokopiranje, priprema dokumenata i ostale specijalizirane uredske pomoæne djelatnosti;Fotokopiranje, priprema dokumenata i ostale specijalizirane kancelarijske pomoæne djelatnosti;Fotokopiranje, pripremanje dokumenata i druga specijalizovana kancelarijska podrška;Fotokopiranje, priprava dokumentov in druge posamiène pisarniške dejavnosti
8220;N;822;4;Activities of call centres;Djelatnosti pozivnih centara;Djelatnosti pozivnih centara;Delatnost pozivnih centara;Dejavnost klicnih centrov
8230;N;823;4;Organisation of conventions and trade shows;Organizacija sastanaka i poslovnih sajmova;Organizacija sastanaka i poslovnih sajmova;Organizovanje sastanaka i sajmova;Organiziranje razstav, sejmov, sreèanj
8291;N;829;4;Activities of collection agencies and credit bureaus;Djelatnosti agencija za prikupljanje i naplatu raèuna te kreditnih ureda;Djelatnosti agencija za prikupljanje i naplatu raèuna te kreditnih kancelarija;Delatnost agencija za naplatu potraživanja i kreditnih biroa;Zbiranje terjatev in ocenjevanje kreditne sposobnosti
8292;N;829;4;Packaging activities;Djelatnosti pakiranja;Djelatnosti pakovanja;Usluge pakovanja;Pakiranje
8299;N;829;4;Other business support service activities n.e.c.;Ostale poslovne pomoæne uslužne djelatnosti, d. n.;Ostale poslovne pomoæne uslužne djelatnosti, d. n.;Ostale uslužne aktivnosti podrške poslovanju;Drugje nerazvršèene spremljajoèe dejavnosti za poslovanje
8411;O;841;4;General public administration activities;Opæe djelatnosti javne uprave;Opæe djelatnosti javne uprave;Delatnost državnih organa;Splošna dejavnost javne uprave
8412;O;841;4;Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security;Reguliranje djelatnosti subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi;Reguliranje djelatnosti javnih subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi i druge društvene usluge, osim obaveznog socijalnog osiguranja;Ureðivanje delatnosti subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi i druge društvene usluge, osim obaveznog socijalnog osiguranja;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev, razen obvezne socialne varnosti
8413;O;841;4;Regulation of and contribution to more efficient operation of businesses;Reguliranje i poboljšavanje poslovanja u gospodarstvu;Reguliranje i doprinos poboljšavanju poslovanja u privredi;Ureðenje poslovanja i doprinos uspešnijem poslovanju u oblasti ekonomije;Urejanje gospodarskih podroèij za uèinkovitejše poslovanje
8421;O;842;4;Foreign affairs;Vanjski poslovi;Vanjski poslovi;Spoljni poslovi;Urejanje zunanjih zadev
8422;O;842;4;Defence activities;Poslovi obrane;Poslovi odbrane;Poslovi odbrane;Obramba
8423;O;842;4;Justice and judicial activities;Sudske i pravosudne djelatnosti;Sudske i pravosudne djelatnosti;Sudske i pravosudne delatnosti;Sodstvo
8424;O;842;4;Public order and safety activities;Poslovi javnog reda i sigurnosti;Poslovi javnog reda i sigurnosti;Obezbeðivanje javnog reda i bezbednosti;Dejavnosti za javni red in varnost
8425;O;842;4;Fire service activities;Djelatnosti vatrogasne službe;Djelatnosti vatrogasne službe;Delatnost vatrogasnih jedinica;Zašèita in reševanje pri požarih in nesreèah
8430;O;843;4;Compulsorysocial security activities;Djelatnosti obveznoga socijalnog osiguranja;Djelatnosti obaveznog socijalnog osiguranja;Obavezno socijalno osiguranje;Dejavnost obvezne socialne varnosti
8510;P;851;4;Pre-primaryeducation;Predškolsko obrazovanje;Predškolsko obrazovanje;Predškolsko obrazovanje;Predšolska vzgoja
